Tracking ID,Section,Setting or token,Candidate kind,Trace verdict,Disposition,Root cause,Why,Trace detail,Phase 3 status,Phase 3 evidence,Current source references
CONF-088,interactive-content-helper-media-gallery,cap_tag_bg,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-gallery-cap-tag-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Caption and gradient colors now consume section variables.,"assets/interactive-content-gallery.css:143: background: var(--q-gallery-cap-tag-bg, transparent);
assets/interactive-content-gallery.css:411: .q-gallery__item:is(:hover, :focus-within) .q-gallery__tag { color: var(--q-gallery-cap-tag-fg-hover, inherit); background: var(--q-gallery-cap-tag-bg-hover, transparent); }
sections/interactive-content-helper-media-gallery.liquid:88: --q-gallery-cap-tag-bg: {{ section.settings.cap_tag_bg }};
sections/interactive-content-helper-media-gallery.liquid:90: --q-gallery-cap-tag-bg-hover: {{ section.settings.cap_tag_bg_hover }};
sections/interactive-content-helper-media-gallery.liquid:299: { ""type"": ""color"", ""id"": ""cap_tag_bg"", ""label"": ""Tag background"", ""default"": ""#ffffff"" },
sections/interactive-content-helper-media-gallery.liquid:301: { ""type"": ""color"", ""id"": ""cap_tag_bg_hover"", ""label"": ""Tag background (hover/focus)"", ""default"": ""#ff4da6"" },"
CONF-089,interactive-content-helper-media-gallery,cap_tag_bg_hover,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-gallery-cap-tag-bg-hover is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Caption and gradient colors now consume section variables.,"assets/interactive-content-gallery.css:411: .q-gallery__item:is(:hover, :focus-within) .q-gallery__tag { color: var(--q-gallery-cap-tag-fg-hover, inherit); background: var(--q-gallery-cap-tag-bg-hover, transparent); }
sections/interactive-content-helper-media-gallery.liquid:90: --q-gallery-cap-tag-bg-hover: {{ section.settings.cap_tag_bg_hover }};
sections/interactive-content-helper-media-gallery.liquid:301: { ""type"": ""color"", ""id"": ""cap_tag_bg_hover"", ""label"": ""Tag background (hover/focus)"", ""default"": ""#ff4da6"" },"
CONF-090,interactive-content-helper-media-gallery,cap_tag_fg,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-gallery-cap-tag-fg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Caption and gradient colors now consume section variables.,"assets/interactive-content-gallery.css:142: color: var(--q-gallery-cap-tag-fg, #111);
assets/interactive-content-gallery.css:411: .q-gallery__item:is(:hover, :focus-within) .q-gallery__tag { color: var(--q-gallery-cap-tag-fg-hover, inherit); background: var(--q-gallery-cap-tag-bg-hover, transparent); }
sections/interactive-content-helper-media-gallery.liquid:89: --q-gallery-cap-tag-fg: {{ section.settings.cap_tag_fg }};
sections/interactive-content-helper-media-gallery.liquid:91: --q-gallery-cap-tag-fg-hover: {{ section.settings.cap_tag_fg_hover }};
sections/interactive-content-helper-media-gallery.liquid:300: { ""type"": ""color"", ""id"": ""cap_tag_fg"", ""label"": ""Tag text"", ""default"": ""#111111"" },
sections/interactive-content-helper-media-gallery.liquid:302: { ""type"": ""color"", ""id"": ""cap_tag_fg_hover"", ""label"": ""Tag text (hover/focus)"", ""default"": ""#111111"" },"
CONF-091,interactive-content-helper-media-gallery,cap_tag_fg_hover,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-gallery-cap-tag-fg-hover is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Caption and gradient colors now consume section variables.,"assets/interactive-content-gallery.css:411: .q-gallery__item:is(:hover, :focus-within) .q-gallery__tag { color: var(--q-gallery-cap-tag-fg-hover, inherit); background: var(--q-gallery-cap-tag-bg-hover, transparent); }
sections/interactive-content-helper-media-gallery.liquid:91: --q-gallery-cap-tag-fg-hover: {{ section.settings.cap_tag_fg_hover }};
sections/interactive-content-helper-media-gallery.liquid:302: { ""type"": ""color"", ""id"": ""cap_tag_fg_hover"", ""label"": ""Tag text (hover/focus)"", ""default"": ""#111111"" },"
CONF-092,interactive-content-helper-media-gallery,cap_text,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-gallery-cap-text is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Caption and gradient colors now consume section variables.,"assets/interactive-content-gallery.css:99: .q-gallery__caption { pointer-events: none; color: var(--q-gallery-cap-text, inherit); }
assets/interactive-content-gallery.css:113: color: var(--q-gallery-cap-text, #fff);
assets/interactive-content-gallery.css:134: color: var(--q-gallery-cap-text, inherit);
assets/interactive-content-gallery.css:147: .q-gallery__desc { color: var(--q-gallery-cap-text, inherit); line-height: 1.35; font-size: 14px; }
assets/interactive-content-gallery.css:410: .q-gallery__item:is(:hover, :focus-within) .q-gallery__desc { color: var(--q-gallery-cap-text-hover, inherit); }
sections/interactive-content-helper-media-gallery.liquid:84: --q-gallery-cap-text: {{ section.settings.cap_text | default: caption_default_color }};
sections/interactive-content-helper-media-gallery.liquid:85: --q-gallery-cap-text-hover: {{ section.settings.cap_text_hover | default: section.settings.cap_text | default: caption_default_color }};
sections/interactive-content-helper-media-gallery.liquid:295: { ""type"": ""color"", ""id"": ""cap_text"", ""label"": ""Caption text"" },
sections/interactive-content-helper-media-gallery.liquid:296: { ""type"": ""color"", ""id"": ""cap_text_hover"", ""label"": ""Caption text (hover/focus)"" },"
CONF-093,interactive-content-helper-media-gallery,cap_text_hover,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-gallery-cap-text-hover is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Caption and gradient colors now consume section variables.,"assets/interactive-content-gallery.css:410: .q-gallery__item:is(:hover, :focus-within) .q-gallery__desc { color: var(--q-gallery-cap-text-hover, inherit); }
sections/interactive-content-helper-media-gallery.liquid:85: --q-gallery-cap-text-hover: {{ section.settings.cap_text_hover | default: section.settings.cap_text | default: caption_default_color }};
sections/interactive-content-helper-media-gallery.liquid:296: { ""type"": ""color"", ""id"": ""cap_text_hover"", ""label"": ""Caption text (hover/focus)"" },"
CONF-094,interactive-content-helper-media-gallery,cap_title,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-gallery-cap-title is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Caption and gradient colors now consume section variables.,"assets/interactive-content-gallery.css:146: .q-gallery__title { color: var(--q-gallery-cap-title, inherit); font-weight: 600; line-height: 1.2; }
assets/interactive-content-gallery.css:409: .q-gallery__item:is(:hover, :focus-within) .q-gallery__title { color: var(--q-gallery-cap-title-hover, inherit); }
sections/interactive-content-helper-media-gallery.liquid:86: --q-gallery-cap-title: {{ section.settings.cap_title | default: caption_default_color }};
sections/interactive-content-helper-media-gallery.liquid:87: --q-gallery-cap-title-hover: {{ section.settings.cap_title_hover | default: section.settings.cap_title | default: caption_default_color }};
sections/interactive-content-helper-media-gallery.liquid:297: { ""type"": ""color"", ""id"": ""cap_title"", ""label"": ""Caption title"" },
sections/interactive-content-helper-media-gallery.liquid:298: { ""type"": ""color"", ""id"": ""cap_title_hover"", ""label"": ""Caption title (hover/focus)"" },"
CONF-095,interactive-content-helper-media-gallery,cap_title_hover,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-gallery-cap-title-hover is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Caption and gradient colors now consume section variables.,"assets/interactive-content-gallery.css:409: .q-gallery__item:is(:hover, :focus-within) .q-gallery__title { color: var(--q-gallery-cap-title-hover, inherit); }
sections/interactive-content-helper-media-gallery.liquid:87: --q-gallery-cap-title-hover: {{ section.settings.cap_title_hover | default: section.settings.cap_title | default: caption_default_color }};
sections/interactive-content-helper-media-gallery.liquid:298: { ""type"": ""color"", ""id"": ""cap_title_hover"", ""label"": ""Caption title (hover/focus)"" },"
CONF-096,interactive-content-helper-tabs-accordion,mobile_breakpoint,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-tac-bp is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,"Liquid emits numeric media-query breakpoints, scoped per section and gated to dual rendering.","sections/interactive-content-helper-tabs-accordion.liquid:73: --q-tac-bp: {{ section.settings.mobile_breakpoint | default: 768 | at_least: 320 }}px;
sections/interactive-content-helper-tabs-accordion.liquid:687: @media (max-width: {{ section.settings.mobile_breakpoint | default: 768 | at_least: 320 | minus: 1 }}px){
sections/interactive-content-helper-tabs-accordion.liquid:691: @media (min-width: {{ section.settings.mobile_breakpoint | default: 768 | at_least: 320 }}px){
sections/interactive-content-helper-tabs-accordion.liquid:1059: { ""type"": ""number"", ""id"": ""mobile_breakpoint"", ""label"": ""Mobile breakpoint (px)"", ""default"": 768 },"
CONF-097,interactive-content-helper-toc-page-nav,--q-toc-shadow-strength,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-toc-shadow-strength is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current attribute selectors consume the serialized shadow value (1/2/3); zero retains no shadow. This is a selector-state contract, not a var() consumer.","sections/interactive-content-helper-toc-page-nav.liquid:63: --q-toc-shadow-strength: {{ shadow_strength }};
sections/interactive-content-helper-toc-page-nav.liquid:110: #shopify-section-{{ section.id }} .q-toc[style*=""--q-toc-shadow-strength: 1""] .q-toc__inner {
sections/interactive-content-helper-toc-page-nav.liquid:113: #shopify-section-{{ section.id }} .q-toc[style*=""--q-toc-shadow-strength: 2""] .q-toc__inner {
sections/interactive-content-helper-toc-page-nav.liquid:116: #shopify-section-{{ section.id }} .q-toc[style*=""--q-toc-shadow-strength: 3""] .q-toc__inner {"
CONF-098,main-cart,addons_background,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qcart-addons-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Cart declarations now reach component styles; checkout class reads existing choice.,"assets/section-main-cart.css:758: background: var(--qcart-addons-bg, #ffffff);
assets/section-main-cart.css:770: background: var(--qcart-addons-bg, rgba(0, 0, 0, 0.025));
assets/section-main-cart.css:783: background: var(--qcart-addons-bg, transparent);
assets/section-main-cart.css:797: background: var(--qcart-addons-bg, #ffffff);
sections/main-cart.liquid:50: --qcart-addons-bg: {{ section.settings.addons_background }};
sections/main-cart.liquid:633: ""id"": ""addons_background"","
CONF-099,main-cart,addons_border_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qcart-addons-border is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Cart declarations now reach component styles; checkout class reads existing choice.,"assets/section-main-cart.css:759: border: 1px solid var(--qcart-addons-border, rgba(0, 0, 0, 0.08));
assets/section-main-cart.css:771: border: 1px solid var(--qcart-addons-border, rgba(0, 0, 0, 0.05));
assets/section-main-cart.css:784: border: 1px solid var(--qcart-addons-border, rgba(0, 0, 0, 0.14));
assets/section-main-cart.css:798: border: 1px solid var(--qcart-addons-border, rgba(0, 0, 0, 0.06));
sections/main-cart.liquid:51: --qcart-addons-border: {{ section.settings.addons_border_color }};
sections/main-cart.liquid:639: ""id"": ""addons_border_color"","
CONF-100,main-cart,addons_columns_desktop,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qcart-addons-columns-desktop is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Cart declarations now reach component styles; checkout class reads existing choice.,"assets/section-main-cart.css:912: grid-template-columns: repeat(var(--qcart-addons-columns-desktop, 3), minmax(0, 1fr));
assets/section-main-cart.css:918: grid-template-columns: repeat(var(--qcart-addons-columns-desktop, 2), minmax(0, 1fr));
sections/main-cart.liquid:54: --qcart-addons-columns-desktop: {{ section.settings.addons_columns_desktop }};
sections/main-cart.liquid:663: ""id"": ""addons_columns_desktop"","
CONF-101,main-cart,addons_padding,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qcart-addons-padding is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Cart declarations now reach component styles; checkout class reads existing choice.,"assets/section-main-cart.css:746: padding: var(--qcart-addons-padding, 24px);
sections/main-cart.liquid:53: --qcart-addons-padding: {{ section.settings.addons_padding }}px;
sections/main-cart.liquid:654: ""id"": ""addons_padding"","
CONF-102,main-cart,addons_radius,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qcart-addons-radius is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Cart declarations now reach component styles; checkout class reads existing choice.,"assets/section-main-cart.css:747: border-radius: var(--qcart-addons-radius, 18px);
assets/section-main-cart.css:785: border-radius: var(--qcart-addons-radius, 0);
sections/main-cart.liquid:52: --qcart-addons-radius: {{ section.settings.addons_radius }}px;
sections/main-cart.liquid:645: ""id"": ""addons_radius"","
CONF-103,main-cart,checkout_button_padding,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qcart-button-padding-y is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Cart declarations now reach component styles; checkout class reads existing choice.,"assets/section-main-cart.css:302: padding: var(--qcart-button-padding-y, 12px) 18px;
sections/main-cart.liquid:37: --qcart-button-padding-y: {{ section.settings.checkout_button_padding }}px;
sections/main-cart.liquid:568: ""id"": ""checkout_button_padding"","
